n_faults,slowdown,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
4,5.0,fixed_shedding,6,71268,17.203861713409424,140535,0.019145477923279516,0.018442792777989325,0.031199546131679055,0.037861242188961426,0.0474334249899803,0.24880734471303523,2.0529017836250474,2555.181818181818,2553.2727272727275,0.0007471448393638595,0,0.0007827231650478528
4,5.0,fixed_shedding,7,81923,17.209107398986816,140557,0.019038371583001583,0.018227669600651808,0.030504187201198324,0.038284561425022366,0.13388071006329558,0.24591091657936204,2.1003541464046145,2555.581818181818,2546.2181818181816,0.00366399396686042,0,0.004724062124262755
4,5.0,fixed_shedding,8,73327,17.232057094573975,140324,0.01897324369865537,0.018131548624370275,0.030189770813237086,0.03860249480021895,0.1446258896379983,0.24029825377014902,2.129023593072136,2551.3454545454547,2540.6181818181817,0.004204555172315498,0,0.0051594880419600355
4,5.0,fixed_shedding,9,79864,17.242074251174927,140620,0.02195325263973275,0.018139190909716163,0.034060896954289516,0.16980070163576247,0.22153035004921026,0.2844386943492978,9.360985419962123,2556.7272727272725,2496.3454545454547,0.02361683970985635,0,0.023609728345896742
4,5.0,fixed_isolation,1,32161,17.20789861679077,140865,0.01914202889524119,0.018447541762277808,0.030976221183500702,0.037710237617574104,0.04809654937383129,0.24802241084121412,2.0441876811297073,2561.181818181818,2558.909090909091,0.0008873744365172329,0,0.0008802754410250949
4,5.0,fixed_isolation,2,35795,17.261439561843872,141191,0.019356291535904478,0.018615130482025677,0.03140149321843211,0.03789722801983296,0.048064882652421995,0.22588918872909503,2.0358292979157797,2567.109090909091,2564.927272727273,0.000849912529835471,0,0.000849912529835471
4,5.0,fixed_isolation,3,66092,17.27904510498047,141440,0.01945727274796934,0.01868678430624726,0.03206311453337273,0.03840782586683638,0.04900060745070045,0.23542744357791623,2.0553469894761984,2571.6363636363635,2569.3818181818183,0.0008766968325791855,0,0.0008554864253393665
4,5.0,fixed_isolation,0,33736,17.58704924583435,140732,0.01917003095388522,0.018312285306076426,0.03096541280996268,0.03856622262432453,0.13558916899407455,0.24179038812009956,2.1060300219070633,2558.7636363636366,2548.8,0.0038939260438279853,0,0.004966887417218543
4,5.0,fixed_isolation,8,51109,17.354779958724976,140601,0.01902833044722553,0.018269250059020692,0.030517151642833085,0.03792324329771901,0.13599361991541492,0.2474554147689325,2.075796388751814,2556.3818181818183,2549.1272727272726,0.0028378176542129857,0,0.00285204230410879
4,5.0,fixed_isolation,5,68151,17.577191591262817,140719,0.019252555162864893,0.01846394187809608,0.031912438449949045,0.03854403898862408,0.05006868111222989,0.24325399423373373,2.087530346612994,2558.5272727272727,2555.9454545454546,0.001009103248317569,0,0.000866976030244672
4,5.0,fixed_isolation,4,30274,17.616921186447144,140140,0.018960884316154974,0.0182760287298791,0.030735840254801156,0.037607723662807326,0.04751604403305026,0.2536273340252837,2.0577623409687047,2548.0,2545.836363636364,0.0008491508491508492,0,0.0008705580134151563
4,5.0,fixed_isolation,7,2082,17.57831835746765,140955,0.019099854973567275,0.018432427863832146,0.030699386305122884,0.03745059798005744,0.047410631469843686,0.2430343390440095,2.031777813358081,2562.818181818182,2560.6545454545453,0.0008442410698449859,0,0.0008655244581604058
4,5.0,fixed_isolation,6,85040,17.67850971221924,140740,0.01918068805656502,0.018499510711201594,0.031183340083549272,0.03789379395332885,0.047893704100228945,0.23231143627695872,2.0483673619748153,2558.909090909091,2556.909090909091,0.0007815830609634787,0,0.0007815830609634787
4,5.0,fixed_isolation,9,4141,17.5094051361084,140901,0.01925685792832463,0.01835901243057947,0.03133814801141721,0.03902032615929585,0.1443645357722479,0.2500123357617001,2.125404419591879,2561.836363636364,2551.7636363636366,0.0039318386668653876,0,0.004485418840178565
4,5.0,adaptive,1,46600,17.687428951263428,140724,0.01905744814573927,0.01837409172615523,0.0307938372212913,0.03760700559653661,0.048426246595691794,0.23472230512198422,2.0467409304920166,2558.6181818181817,2556.4363636363637,0.0008527330092947898,0,0.0008527330092947898
4,5.0,adaptive,4,15835,17.634607076644897,140836,0.019179327676217266,0.01846115774842083,0.03125695503857706,0.038032431035581,0.048189608060982735,0.2339166555410941,2.06013249839839,2560.6545454545453,2558.3818181818183,0.000887557158681019,0,0.0009017580732199154
4,5.0,adaptive,3,48659,17.686588764190674,140804,0.019208418302943214,0.01847156318602039,0.031416959202428534,0.03795904739838392,0.047892387301197804,0.23529034976051477,2.054999190708018,2560.072727272727,2557.890909090909,0.0008522485156671686,0,0.0008380443737393824
4,5.0,adaptive,0,51825,18.25744080543518,141101,0.021176268454276885,0.018442459838245995,0.033348721402745696,0.1468585293274991,0.20619754302990514,0.26576934230870464,7.963066240379915,2565.4727272727273,2524.509090909091,0.01596728584489125,0,0.015946024478919355
4,5.0,adaptive,2,49766,18.33579182624817,140393,0.019031581787790845,0.018183508362120904,0.03068004358843053,0.038565193381968864,0.14520577849861868,0.2308352649411507,2.120888478392113,2552.6,2543.509090909091,0.003561431125483464,0,0.004587123289622702
4,5.0,adaptive,5,17410,17.18698215484619,140382,0.018911501169150708,0.01826415759777511,0.030426089336283366,0.03753715866889877,0.048026109446019295,0.21640335209850292,2.0552362444283467,2552.4,2550.2545454545457,0.0008405636050205867,0,0.0008405636050205867
