n_faults,slowdown,baseline,metric,mean,ci_95,min,max,n
4,5.0,adaptive,affected_ratio,0.002742776298268952,0.0034228048792647515,0.0007854562072461905,0.015946024478919355,10
4,5.0,fixed_isolation,p99_latency,0.03810212381704005,0.00036061526343633243,0.03745059798005744,0.03902032615929585,10
4,5.0,fixed_isolation,p999_latency,0.07539984248740439,0.031272032397874905,0.047410631469843686,0.1443645357722479,10
4,5.0,fixed_isolation,p95_latency,0.031179254649294087,0.0003652013440531607,0.030517151642833085,0.03206311453337273,10
4,5.0,fixed_isolation,p50_latency,0.018436191352923625,9.962890584018776e-05,0.018269250059020692,0.01868678430624726,10
4,5.0,fixed_isolation,avg_latency,0.019190479501770254,0.00010583959926654793,0.018960884316154974,0.01945727274796934,10
4,5.0,fixed_isolation,max_latency,0.24208242853789433,0.006147570238052498,0.22588918872909503,0.2536273340252837,10
4,5.0,fixed_isolation,tail_ratio,2.0668032661687037,0.022284541446447873,2.031777813358081,2.125404419591879,10
4,5.0,fixed_isolation,throughput,2560.516363636364,4.511525969659726,2548.0,2571.6363636363635,10
4,5.0,fixed_isolation,goodput,2556.225454545455,5.382574916296459,2545.836363636364,2569.3818181818183,10
4,5.0,fixed_isolation,slo_violation_rate,0.001676164439211513,0.0009514604142748976,0.0007815830609634787,0.0039318386668653876,10
4,5.0,fixed_isolation,affected_ratio,0.0018274664520489543,0.0011832948515074655,0.0007815830609634787,0.004966887417218543,10
4,5.0,fixed_shedding,p99_latency,0.05159312979018862,0.029712918293181588,0.03778658119425361,0.16980070163576247,10
4,5.0,fixed_shedding,p999_latency,0.13698270984363758,0.030923883912644667,0.0474334249899803,0.22153035004921026,10
4,5.0,fixed_shedding,p95_latency,0.031087100495504526,0.0008257866834830689,0.029840126834315583,0.034060896954289516,10
4,5.0,fixed_shedding,p50_latency,0.018223868721712312,0.00011396976776211867,0.017889287793332542,0.018442792777989325,10
4,5.0,fixed_shedding,avg_latency,0.019365658417636194,0.0006641419124548513,0.018664927776903657,0.02195325263973275,10
4,5.0,fixed_shedding,max_latency,0.25427596129988583,0.010452570966452194,0.24029825377014902,0.2844386943492978,10
4,5.0,fixed_shedding,tail_ratio,2.8345149810783417,1.6405069911424877,2.0529017836250474,9.360985419962123,10
4,5.0,fixed_shedding,throughput,2555.2890909090906,5.39283629564074,2540.6545454545453,2566.4,10
4,5.0,fixed_shedding,goodput,2541.043636363637,12.363574239151262,2496.3454545454547,2555.1454545454544,10
4,5.0,fixed_shedding,slo_violation_rate,0.005572930306869339,0.004603226952492544,0.0007471448393638595,0.02361683970985635,10
4,5.0,fixed_shedding,affected_ratio,0.006370744651458283,0.004442177606030482,0.0007827231650478528,0.023609728345896742,10
4,5.0,fixed_speculation,p99_latency,0.03814405965845792,0.0003641558812417416,0.037426716739209,0.03925576522213112,10
4,5.0,fixed_speculation,p999_latency,0.07102633559351076,0.03067449185899722,0.04704029118500121,0.17872553226020588,10
4,5.0,fixed_speculation,p95_latency,0.031235378823120857,0.00040316492240187105,0.030406228504174116,0.03190907781545249,10
4,5.0,fixed_speculation,p50_latency,0.018415240423762257,0.00016553266108409526,0.01806926109278173,0.01869850585988786,10
4,5.0,fixed_speculation,avg_latency,0.019189588749053143,0.0001550174150854094,0.018850770634033703,0.019464874703692014,10
4,5.0,fixed_speculation,max_latency,0.24379354786705357,0.01537904935300892,0.20434182296968917,0.2713859818420854,10
4,5.0,fixed_speculation,tail_ratio,2.0717412633184,0.03202388718852559,2.0307242026863723,2.172516353632907,10
4,5.0,fixed_speculation,throughput,2558.0454545454545,6.6488431259865,2545.181818181818,2571.4545454545455,10
4,5.0,fixed_speculation,goodput,2554.0036363636364,8.69072027883254,2532.7818181818184,2569.2909090909093,10
4,5.0,fixed_speculation,slo_violation_rate,0.00158312850490108,0.001147857570095757,0.0008414056423672488,0.005759760188423382,10
