baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
no_mitigation,9,51,25.98462963104248,243173,0.01639279906534878,0.014706635108822752,0.02662076786613241,0.03187203083610683,0.2849144940572464,0.399004269992993,2.1671871641791314,2559.7157894736843,2549.1473684210528,0.004128747846183581,0,0.04068297056005395
no_mitigation,3,45,26.11360740661621,243399,0.016446605580493934,0.014747110539403252,0.02678692240475779,0.03220146671387179,0.287618031751218,0.3896694335600728,2.1835780390898756,2562.0947368421052,2551.5263157894738,0.004124914235473441,0,0.04019737139429497
no_mitigation,4,46,26.10741877555847,243319,0.016508493740635125,0.014819381110072527,0.02695161494958711,0.03278769648717378,0.2852423540916156,0.4233977728834404,2.212487569058362,2561.2526315789473,2550.6526315789474,0.004138599944928263,0,0.03976672598522927
no_mitigation,1,43,26.20550298690796,242933,0.016482428879195536,0.014758907689781608,0.026925328066926466,0.03276647085134695,0.28714653807169305,0.4506681533284791,2.2201148987491095,2557.1894736842105,2546.6315789473683,0.004128710385167927,0,0.04013863904862658
no_mitigation,7,49,26.186643362045288,243805,0.016487864294504027,0.014799932378309677,0.02680978929933175,0.03219958097144171,0.2879102760948349,0.3965593573892505,2.17565730358555,2566.3684210526317,2555.7894736842104,0.00412214679764566,0,0.04043805500297369
no_mitigation,6,48,26.23608660697937,242347,0.016334210963726583,0.014630167966600993,0.0265949597250298,0.03181514104810013,0.2814262198250414,0.39754294092681164,2.174625822528523,2551.021052631579,2540.463157894737,0.004138693691277383,0,0.04036361085550884
no_mitigation,2,44,26.337570905685425,242777,0.01639701383030759,0.01471425606391108,0.0266990645889507,0.03192845791765534,0.2836810633704672,0.38583088060218884,2.169899570795473,2555.547368421053,2544.978947368421,0.004135482356236382,0,0.040477475213879406
no_mitigation,5,47,26.432055950164795,243666,0.01647803486206628,0.014806323846173086,0.026831266423067657,0.032463725366461575,0.2847798561226344,0.375398399403128,2.1925581058293755,2564.9052631578948,2554.3368421052633,0.0041203943102443505,0,0.040534994623788304
no_mitigation,0,42,26.58565664291382,243215,0.01646289189512068,0.014726847886095129,0.026889259253690057,0.032896980208541864,0.2869658839507307,0.4159400252526311,2.2338100089702633,2560.157894736842,2549.5684210526315,0.004136258043295027,0,0.04033057171638262
no_mitigation,8,50,26.608433723449707,243581,0.016527896331884506,0.014849020470897756,0.02690400069324994,0.03237138343503791,0.28813988001269364,0.3985857350365478,2.1800349389026583,2564.0105263157893,2553.442105263158,0.0041218321626071,0,0.04036850164832233
