load_factor,n_faults,fault_fraction,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.8,2,0.0625,adaptive,5,93927,17.217687368392944,140685,0.01621766815234084,0.015748217151859478,0.027306335866549597,0.030754315766021948,0.03805798430035315,0.2353781706413498,1.9528760284074833,2557.909090909091,2557.1272727272726,0.00030564736823399796,0,0.00032697160322706754
0.8,2,0.0625,adaptive,6,4498,17.227808952331543,140796,0.016239074541458044,0.015739789918518543,0.027366107379564575,0.03107394920183565,0.03860298237474778,0.19960492784170736,1.9742289676481517,2559.927272727273,2559.109090909091,0.0003196113525952442,0,0.0003267138270973607
0.8,2,0.0625,adaptive,9,57937,17.08952283859253,140791,0.016226435015967,0.015738398539163256,0.027286668220584787,0.03060549059430998,0.038059415365107936,0.19937574072258446,1.9446381738365321,2559.836363636364,2559.018181818182,0.0003196227031557415,0,0.0003267254298925357
0.8,2,0.0625,adaptive,8,6557,17.139883995056152,140482,0.016150211915102155,0.01567663305949374,0.027194818976304092,0.03051436883600296,0.037734928203699745,0.19127587874853624,1.9464874070981408,2554.2181818181816,2553.418181818182,0.00031320738599962985,0,0.0003203257356814396
0.8,2,0.0625,no_mitigation,4,63579,16.724181652069092,141320,0.0181628841943269,0.015901039885839907,0.028521159166413845,0.1307238781022361,0.1859803247458378,0.24558594833434455,8.221089880961024,2569.4545454545455,2529.5636363636363,0.01552504953297481,0,0.015553354090008492
0.8,2,0.0625,no_mitigation,3,89612,17.0627281665802,140411,0.018027401387527234,0.01574595460777317,0.028263913801415796,0.12990334168546333,0.18333333182862652,0.22458920876223232,8.249950220314686,2552.927272727273,2512.9636363636364,0.01565404419881633,0,0.01566116614795137
0.8,2,0.0625,no_mitigation,6,61520,15.814525127410889,140362,0.01804803677152262,0.015725360438574754,0.028389595481975945,0.12929298981801118,0.18616750153201192,0.2348673313154812,8.221941259982303,2552.0363636363636,2512.109090909091,0.015645260113136033,0,0.01566663341930152
0.8,2,0.0625,no_mitigation,7,31223,16.08509111404419,140626,0.018063571431763934,0.01578776751964739,0.02834160744094416,0.13026908195330833,0.18396175229804726,0.24126622867164116,8.251266798246965,2556.836363636364,2516.909090909091,0.015615888953678552,0,0.015630111074765692
0.8,2,0.0625,no_mitigation,5,91671,16.326273202896118,140112,0.01794480543396508,0.015587145957062454,0.028266112143970897,0.12816293676691154,0.18541843917288625,0.24773366890312332,8.22234789614205,2547.490909090909,2507.581818181818,0.015666038597693274,0,0.01570172433481786
0.8,2,0.0625,no_mitigation,8,27589,16.152615785598755,140779,0.018051921169223398,0.01578003402234973,0.028352936951394802,0.12932783426509553,0.18743519594087554,0.23710137250521335,8.195662574739996,2559.6181818181817,2519.7090909090907,0.015591814120003693,0,0.015613124116523061
0.8,2,0.0625,no_mitigation,9,70836,15.890510320663452,140880,0.018156045140226288,0.015826592867762557,0.02847688735234576,0.1320322436067506,0.18572070126333068,0.23973467068172738,8.342430029630016,2561.4545454545455,2521.5272727272727,0.015587734241908006,0,0.015594832481544576
0.8,4,0.125,adaptive,1,35144,16.446420192718506,140360,0.01902340934399942,0.018343858055128948,0.030782604383563394,0.03763569519456042,0.04790653170294982,0.2864590173282542,2.051678282804716,2552.0,2549.890909090909,0.0008264462809917355,0,0.0008620689655172414
0.8,4,0.125,adaptive,0,36719,16.59502363204956,140294,0.018997060861469517,0.018289777273434282,0.03096559249175252,0.03775109118016592,0.04779399935341427,0.2381507144744912,2.064054177138559,2550.8,2548.6181818181817,0.000855346629221492,0,0.0008767302949520293
