experiment,load_factor,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
E1_many_moderate,0.7,lit_blacklist,4,46,13.122853517532349,112378,0.02145593607904262,0.020036219705055203,0.036874433105870345,0.045334565191307796,0.05697946292559089,0.07668398947094346,2.262630668791765,2247.56,2240.72,0.003043300290092367,0,0.001726316538824325
E1_many_moderate,0.7,adaptive,1,43,13.517432928085327,111940,0.01870658114678287,0.017882394007688873,0.03186878289762054,0.04528630398593084,0.06471062624463911,0.09500368799445269,2.5324519729550268,2238.8,2223.34,0.00690548508129355,21,0.04284438091834911
E1_many_moderate,0.7,adaptive,0,42,13.545938968658447,112205,0.01916010621197065,0.01831533451501066,0.03245652183191645,0.04189252638497606,0.06643961849623664,0.08450563358074703,2.287292451614372,2244.1,2231.3,0.005703845639677376,55,0.031754378147141396
E1_many_moderate,0.7,lit_blacklist,3,45,13.240424394607544,112009,0.020794822903387883,0.019626700167052036,0.03550825237318661,0.04272110046826242,0.05210051622069537,0.07445460132440296,2.1766827894981393,2240.18,2236.98,0.001428456641876992,0,0.0017141479702523904
E1_many_moderate,0.7,adaptive,6,48,13.641444683074951,111305,0.020209486044289255,0.01920891218632015,0.03449939644253133,0.04044185778381653,0.05170065810492736,0.07593891261587693,2.105369496801473,2226.1,2223.42,0.001203899195903149,48,0.0046179416917479
E1_many_moderate,0.7,adaptive,8,50,13.656080722808838,112140,0.01941447447778296,0.01856567617308258,0.03295670116851266,0.0412452138244306,0.06569388778931182,0.0951968652231514,2.2215842525697997,2242.8,2231.68,0.0049580881041555195,27,0.028954877831282325
E1_many_moderate,0.7,adaptive,2,44,13.903420209884644,111757,0.018675911080971275,0.017870678370528026,0.031511250113409515,0.0448441160278754,0.06641278331498947,0.09416491093606183,2.5093684245267065,2235.14,2219.16,0.007149440303515663,47,0.04255661837737233
E1_many_moderate,0.7,lit_blacklist,5,47,13.452383279800415,111970,0.020615561277150682,0.019556444761061442,0.03484729416306642,0.03982176920459949,0.048658700276426256,0.07046196044201025,2.036247880999723,2239.4,2238.28,0.0005001339644547647,0,0.001786192730195588
E1_many_moderate,0.7,adaptive,9,51,13.672279357910156,111320,0.018909694309072998,0.018169198432147482,0.03162152209706957,0.03997714166414663,0.0628127022616521,0.09187043459911592,2.2002699686197214,2226.4,2216.06,0.004644268774703557,57,0.02871900826446281
E1_many_moderate,0.7,adaptive,7,49,13.78316068649292,112432,0.01949762070278583,0.01860403176565839,0.03335484102267046,0.04349093035290839,0.0661024520804048,0.09213171020978095,2.337715335080716,2248.64,2235.18,0.005985840330155116,21,0.03060516578909919
E1_many_moderate,0.7,lit_blacklist,6,48,13.415244102478027,111473,0.02032581845685351,0.019307372839243442,0.03459143720147821,0.04007149900813217,0.04961147477584731,0.11129226550018068,2.0754506240582016,2229.46,2227.56,0.0008522243054371911,0,0.0018928350362868139
E1_many_moderate,0.7,adaptive,5,47,13.905638456344604,111750,0.018589672730051444,0.017764233407914887,0.0315025443724644,0.04460922749835418,0.06735217857092897,0.09849760046370903,2.5111822432190323,2235.0,2219.74,0.006827740492170022,44,0.04427740492170022
E1_many_moderate,0.7,adaptive,4,46,13.981821060180664,112320,0.019544981123119552,0.01861258863251436,0.033793154062951206,0.04279446059995634,0.06234703806586438,0.09505742150328444,2.299221319768419,2246.4,2235.84,0.004700854700854701,57,0.029389245014245013
E1_many_moderate,0.7,adaptive,3,45,14.156249284744263,112083,0.018253709966149213,0.01745807657633236,0.030917169473633516,0.046521410530196934,0.06492293187910489,0.09438830678818277,2.664750055757304,2241.66,2224.8,0.0075212119589946735,49,0.05718976115914099
E1_many_moderate,0.7,lit_blacklist,7,49,13.405247926712036,112665,0.021304989532555975,0.020087539176081748,0.036096505705972955,0.04174980926568054,0.049695114671849595,0.06933992828563085,2.0783934209020525,2253.3,2251.52,0.0007899525140904451,0,0.0017751741889672924
E1_many_moderate,0.7,lit_blacklist,9,51,13.329496145248413,111510,0.020406982011391257,0.019411006373070805,0.03459183473512545,0.03973261227017684,0.048503578011792135,0.07541173137556179,2.046911505077785,2230.2,2229.08,0.0005021971123666039,0,0.0017397542821271635
E1_many_moderate,0.7,lit_blacklist,8,50,13.834485530853271,112341,0.02109750204915848,0.019936220520392567,0.0355664972673253,0.04033443946773902,0.04858318700339253,0.07812668182657134,2.02317382206328,2246.82,2245.6,0.0005429896475908172,0,0.0017446880479967243
E1_many_moderate,0.75,no_mitigation,0,42,14.388444423675537,120502,0.021024119413739873,0.017677373041250277,0.051600898595935085,0.06573912617058318,0.07870789716530752,0.10827847317502659,3.7188289242513837,2410.04,2274.64,0.05618164013875288,0,0.16247863106006538
E1_many_moderate,0.75,no_mitigation,2,44,14.450522422790527,119552,0.020724768007964,0.017513288247277714,0.05090392270180243,0.06361939046806589,0.0776136339845245,0.09743332166991792,3.632635377765507,2391.04,2262.74,0.05365865899357602,0,0.1631173046038544
