balancer,fault,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
p2c,S2_progressive,fixed_isolation,6,48,17.076364040374756,127216,0.01604384116766237,0.015595398485445777,0.027075278565305005,0.030148510728660975,0.03745072696233209,0.04851091384975881,1.9331670657083062,2544.32,2544.32,0.0,0,0.0
p2c,S2_progressive,no_mitigation,7,49,17.18855094909668,128531,0.018180302890565627,0.015935111996046913,0.02848807901130801,0.12951976195302883,0.1862517620869906,0.24312633764521152,8.127948017256442,2570.62,2530.74,0.015513767106768018,0,0.015513767106768018
p2c,S2_progressive,no_mitigation,3,45,17.233323335647583,128278,0.01808922359107917,0.01579599991053726,0.02841911895896718,0.12888671165803023,0.1850084667324654,0.23353387776618106,8.159452544188225,2565.56,2525.66,0.015552160152169507,0,0.015552160152169507
p2c,S2_progressive,fixed_isolation,1,43,17.313228130340576,128137,0.01630378571136386,0.015853311613097887,0.027543727212723468,0.031557854532261585,0.03802936666041651,0.04812985346787002,1.9906159231859621,2562.74,2562.74,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,2,44,17.560423851013184,128041,0.01615552908207249,0.015750436099043696,0.027178372454553568,0.030061057032504845,0.03753973133478453,0.04615161111588861,1.9085856952449738,2560.82,2560.82,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,3,45,17.61288094520569,127846,0.016178094062810334,0.015761435871791463,0.02722230104737733,0.030247273135172056,0.037450410731344225,0.0471996455154553,1.9190683755726956,2556.92,2556.92,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,8,50,17.574833869934082,128246,0.016307803712019505,0.0158845529603866,0.027423582983707284,0.031475573439053675,0.03820081787405882,0.0485929364570481,1.9815208849470587,2564.92,2564.92,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,5,47,17.619275331497192,127710,0.016188917539983357,0.015720461595247315,0.027372395591133622,0.030870629401264397,0.03751456540744937,0.04539825674649478,1.963722834359861,2554.2,2554.2,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,0,42,17.6618230342865,128711,0.016369002001795894,0.015953895455162126,0.027548583337661192,0.03148883041377885,0.038260476175614476,0.04601108560751754,1.9737392978584523,2574.22,2574.22,0.0,0,0.0
p2c,S2_progressive,fixed_isolation,9,51,16.99063467979431,127264,0.016000828667527278,0.015534339017907683,0.026956651222369208,0.02990267217457091,0.037013080446540676,0.04864183308882275,1.924940104635266,2545.28,2545.28,0.0,0,0.0
p2c,S4_multi_node,no_mitigation,1,43,16.838094472885132,127807,0.020660973872292567,0.01735649395834571,0.04593970686111176,0.0963389504242642,0.1192618306571707,0.16313839423427368,5.550599715326753,2556.14,2431.46,0.0487766710743543,0,0.05198463307956528
p2c,S2_progressive,adaptive,1,43,17.22498106956482,128137,0.01630378571136386,0.015853311613097887,0.027543727212723468,0.031557854532261585,0.03802936666041651,0.04812985346787002,1.9906159231859621,2562.74,2562.74,0.0,0,0.0
p2c,S4_multi_node,no_mitigation,0,42,16.943399667739868,128646,0.020721162890429648,0.017447359780312865,0.045015288461384806,0.09672417306983687,0.11914268239449141,0.15187909422265733,5.543771337768701,2572.92,2449.16,0.04810099031450647,0,0.051630054568350355
p2c,S4_multi_node,no_mitigation,2,44,16.832653284072876,127713,0.020515099370884297,0.017303415122789545,0.045266499490799646,0.09509293702078812,0.11840586172105784,0.14968708463704417,5.495616694507058,2554.26,2430.46,0.04846804945463657,0,0.051991574859254736
p2c,S2_progressive,adaptive,5,47,17.178781270980835,127710,0.016188917539983357,0.015720461595247315,0.027372395591133622,0.030870629401264397,0.03751456540744937,0.04539825674649478,1.963722834359861,2554.2,2554.2,0.0,0,0.0
p2c,S2_progressive,adaptive,0,42,17.66348886489868,128711,0.016369002001795894,0.015953895455162126,0.027548583337661192,0.03148883041377885,0.038260476175614476,0.04601108560751754,1.9737392978584523,2574.22,2574.22,0.0,0,0.0
p2c,S2_progressive,adaptive,4,46,17.47167134284973,128016,0.01621765254161869,0.01577026380797264,0.027323221310570744,0.031138980220270174,0.038094844465346264,0.04822687342402432,1.9745376868412243,2560.32,2560.32,0.0,0,0.0
p2c,S2_progressive,adaptive,3,45,17.483412265777588,127846,0.016178094062810334,0.015761435871791463,0.02722230104737733,0.030247273135172056,0.037450410731344225,0.0471996455154553,1.9190683755726956,2556.92,2556.92,0.0,0,0.0
p2c,S2_progressive,adaptive,9,51,17.31932783126831,127264,0.016000828667527278,0.015534339017907683,0.026956651222369208,0.02990267217457091,0.037013080446540676,0.04864183308882275,1.924940104635266,2545.28,2545.28,0.0,0,0.0
