service_cv,cv_sq,load_factor,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
0.0,0.0,0.75,6,48,14.689661741256714,119350,0.013757076768243993,0.011698960382664936,0.02211841679148829,0.027444053294830392,0.03044927215230113,0.03888344001395083,2.3458540243880064,2387.0,2387.0,0.0,0,0.0
0.0,0.0,0.75,8,50,14.934484720230103,120068,0.013822962462922911,0.011880105881004965,0.022418602925985274,0.027486502842165274,0.029975496137248266,0.043187647648991856,2.3136580698420617,2401.36,2401.36,0.0,0,0.0
0.0,0.0,0.75,9,51,14.453548431396484,119468,0.013759225455727565,0.011692598925204578,0.022166611992115826,0.027473720927834934,0.029828916097839418,0.03949248829756158,2.3496676062849082,2389.36,2389.36,0.0,0,0.0
0.0,0.0,0.78,0,42,15.11951732635498,125411,0.014409026679472775,0.013116047745633352,0.02415987887365123,0.028493740034403456,0.0328252775944684,0.042730782648369825,2.172433387480593,2508.22,2508.22,0.0,0,0.0
0.0,0.0,0.78,3,45,14.937133073806763,125057,0.014379407325632506,0.013067259385849184,0.02400407636306525,0.02835514984716241,0.03245017506189279,0.041479599760318564,2.1699385471653536,2501.14,2501.14,0.0,0,0.0
0.0,0.0,0.78,2,44,15.094756364822388,124409,0.014293414327721483,0.01292630514454629,0.023746456523957696,0.02822741216545097,0.032306854279048655,0.03990448881757658,2.183718537494091,2488.18,2488.18,0.0,0,0.0
0.0,0.0,0.78,5,47,15.055079460144043,124550,0.014338516159708924,0.012976740875361159,0.02392426671039782,0.02825984289945189,0.03222255318208611,0.03982739192844775,2.177730384761604,2491.0,2491.0,0.0,0,0.0
0.0,0.0,0.78,1,43,15.22616696357727,124592,0.014390650375060465,0.013060892725427209,0.024105345113652987,0.02843003455256692,0.03344385626098679,0.045325349913753143,2.176729810912447,2491.84,2491.84,0.0,0,0.0
0.0,0.0,0.78,4,46,15.292309284210205,125369,0.014456041891128679,0.013196041174339257,0.024259152505176466,0.02847136759823328,0.033190609474830386,0.03988920946086694,2.157568866456563,2507.38,2507.38,0.0,0,0.0
0.0,0.0,0.78,6,48,15.253993272781372,124157,0.014270582493349742,0.01286588007825884,0.023738184728375338,0.028246248405128262,0.032944540903074186,0.04322372074570957,2.1954384957201367,2483.14,2483.14,0.0,0,0.0
0.0,0.0,0.78,8,50,15.397966861724854,125004,0.014376760584375608,0.013083577362149157,0.023948863550824113,0.028269691703597888,0.03241906251244335,0.041978084468070165,2.160700466019502,2500.08,2500.08,0.0,0,0.0
0.0,0.0,0.78,7,49,15.469520330429077,125259,0.01440784199858274,0.013116135325788036,0.024060030890885285,0.028283791247914747,0.03274336398504531,0.04139863322883386,2.1564119723822244,2505.18,2505.18,0.0,0,0.0
0.0,0.0,0.78,9,51,15.108715772628784,124264,0.014269343346556804,0.012882854495576801,0.02358969158713737,0.02817269943549185,0.031579812830358475,0.03996362172149048,2.1868367328967864,2485.28,2485.28,0.0,0,0.0
0.0,0.0,0.8,1,43,15.404922723770142,127822,0.014769744711212798,0.013756869343023226,0.024986840508828313,0.028879767721975674,0.03453961706370171,0.04582703931128407,2.099297958123154,2556.44,2556.44,0.0,0,0.0
