baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
no_mitigation,9,51,90.79262018203735,140251,0.01684358656063292,0.015113323617832464,0.027763628935122853,0.06763278241190207,0.1658806892913348,0.24441693322946634,4.475043618605574,2550.018181818182,2517.418181818182,0.012784222572388076,0,0.030160212761406336
no_mitigation,3,45,90.92969632148743,141168,0.016980752048298995,0.015304534026871153,0.027956429293610967,0.06733384581981211,0.16167070808979989,0.24456329803414434,4.399601170580545,2566.690909090909,2534.2363636363634,0.012644508670520232,0,0.029865125240847785
no_mitigation,5,47,91.01780200004578,140774,0.016995611130765254,0.015270823714439441,0.0279993954265918,0.06729017270623375,0.1704491803521882,0.25061905998630607,4.406453375701471,2559.5272727272727,2526.981818181818,0.012715416199014022,0,0.029970022873541988
no_mitigation,4,46,91.095285654068,141236,0.017099714692814152,0.015477295503651067,0.028103670974707562,0.06629304530114201,0.16545065025243214,0.27976880070183796,4.283244788180441,2567.927272727273,2534.9454545454546,0.012843750885043474,0,0.029723300008496416
no_mitigation,7,49,91.69015789031982,141305,0.01704365510454443,0.0154230346346651,0.028002020893373454,0.06611550780827133,0.1660215122396813,0.2574668363500692,4.286802783913153,2569.181818181818,2536.7090909090907,0.012639326280032554,0,0.029998938466437846
no_mitigation,8,50,91.95967650413513,140937,0.017059562356109195,0.015324501490088238,0.028116686829177687,0.06678100723531845,0.16868060609226113,0.2442910368032969,4.357793124853807,2562.490909090909,2529.3454545454547,0.012934857418562904,0,0.029992124140573447
fixed_speculation,1,43,93.95190215110779,140200,0.015986759451828137,0.01531762844913942,0.027148973219635757,0.03253001338426118,0.058912039999994,0.16556212666755243,2.12369777033525,2549.090909090909,2544.6363636363635,0.001747503566333809,593,0.01840228245363766
fixed_speculation,2,44,94.14329195022583,140412,0.015986534399718588,0.0153788228409244,0.027122451515467095,0.03155197632517476,0.051873010000000046,0.12978299557972406,2.051650939187112,2552.9454545454546,2549.836363636364,0.0012178446286642166,539,0.017220750363216818
fixed_speculation,7,49,94.42913937568665,141188,0.016104419423440295,0.01550692984736557,0.027188065131077098,0.03232915842836535,0.057351378055156325,0.15928402255675422,2.084820060874762,2567.0545454545454,2563.1272727272726,0.0015298750602034167,638,0.01794770093775675
fixed_speculation,8,50,94.49875402450562,140541,0.016028195298190943,0.015469688603175769,0.027119536788543286,0.031420488031993626,0.03998380790425231,0.08135250605716848,2.0311002269007097,2555.2909090909093,2554.5454545454545,0.0002917298154986801,664,0.015248219380821255
no_mitigation,6,48,95.31934857368469,139936,0.016808239479386755,0.015090394812601104,0.02776076372634595,0.06441906708700916,0.16697945174812545,0.2894880495864882,4.268878838956326,2544.2909090909093,2512.2181818181816,0.01260576263434713,0,0.030028012805854105
no_mitigation,0,42,95.8814582824707,141328,0.017036907093029317,0.015329265091814648,0.028170887561572,0.06684148651736811,0.1676282649500169,0.2521653030917008,4.360384279156304,2569.6,2536.8727272727274,0.012736329672817842,0,0.029972829163364655
no_mitigation,1,43,96.154292345047,140551,0.017041524092418513,0.015336458399552555,0.02809193126842402,0.06783575116096685,0.1670083820076322,0.25804411611048295,4.423169247663201,2555.4727272727273,2521.927272727273,0.01312690767052529,0,0.029939310285946028
fixed_speculation,5,47,96.36135840415955,140333,0.01597411298921795,0.015369353992415569,0.027129653333453158,0.03198143046105483,0.04974817634386437,0.12361700466450998,2.080857170498965,2551.509090909091,2549.0,0.0009833752574234143,701,0.017137807928284864
no_mitigation,2,44,96.58915209770203,140499,0.0169441857554453,0.015262488231716276,0.02793910242944122,0.06683864089887102,0.1660656076068915,0.2338634437024183,4.3792755076447305,2554.5272727272727,2521.5454545454545,0.012911123922590197,0,0.02999309603627072
fixed_speculation,3,45,96.6516797542572,140323,0.01596864024589704,0.015362550359638405,0.027050292249482404,0.03176640087415187,0.052837459999996186,0.13436648107346372,2.06778172442063,2551.327272727273,2548.163636363636,0.0012399962942639482,683,0.018001325513280077
fixed_speculation,4,46,98.37056517601013,140623,0.016052883543239024,0.015432240313693057,0.027238220519044096,0.032226292667698,0.05188954130698542,0.14153064624365896,2.0882446108037565,2556.7818181818184,2553.818181818182,0.0011591275964813721,654,0.01669001514688209
fixed_speculation,6,48,99.79104828834534,139802,0.015890681071190915,0.015266224175640275,0.02692890892291757,0.03154204322715166,0.05509184000000123,0.16226693103833867,2.0661325855205295,2541.8545454545456,2538.2,0.0014377476717071286,618,0.017539091000128754
fixed_speculation,0,42,100.10842037200928,141185,0.016106826367712216,0.015470783938905441,0.02731075235530085,0.03247023037093675,0.056374163263430865,0.14570877863253884,2.098809633639937,2567.0,2562.5272727272727,0.0017423947303183765,563,0.01863512412791727
fixed_shedding,1,43,111.80383443832397,140609,0.016161403911399613,0.01534237414045947,0.02734301903198429,0.034821311477760165,0.08959568731559164,0.16358278478922728,2.2696168897310796,2556.5272727272727,2544.981818181818,0.004516069383894345,201,0.018249187463106914
fixed_shedding,3,45,111.9918417930603,140679,0.016015901935960954,0.015483896860708057,0.027056135549742785,0.030363179978592073,0.0402300000000011,0.17846967557188975,1.9609520944072993,2557.8,2556.418181818182,0.0005402369934389638,73,0.011494252873563218
fixed_shedding,2,44,112.68258118629456,140162,0.01606368961406332,0.015273779510889263,0.02710496174035563,0.03353858738449823,0.09048751611892764,0.2072292785422576,2.195827650948299,2548.4,2537.909090909091,0.004116665001926342,460,0.018607040424651475
fixed_shedding,0,42,112.92141556739807,141571,0.016318925025954844,0.015477144593887715,0.027329939405971615,0.03341802449787782,0.12315494784027717,0.2126384604155902,2.159185390764869,2574.018181818182,2562.3454545454547,0.004534827047912355,127,0.01793446397920478
fixed_speculation,9,51,113.12294411659241,140095,0.01590994830711084,0.015252004667583918,0.02704549173778634,0.03199837855802405,0.053526239999995805,0.1124038131223628,2.0979785448159673,2547.181818181818,2543.690909090909,0.0013704985902423356,689,0.018530283022234913
fixed_shedding,4,46,112.33582544326782,140552,0.016076099669106312,0.015319247112598688,0.027225155857262432,0.03339929983371545,0.07783177077753209,0.16661635685655796,2.1802181000297045,2555.490909090909,2547.3636363636365,0.003180317604872218,298,0.01786527406226877
fixed_shedding,6,48,111.5890040397644,139691,0.01590172965358683,0.015133188453027913,0.026846431250442393,0.03236691190343977,0.08343832176796712,0.18298174548638713,2.1388032009185522,2539.836363636364,2532.0363636363636,0.0030710639912378034,431,0.017223729517291737
fixed_shedding,5,47,112.09003758430481,140871,0.016017312956023388,0.015440100290788905,0.027137985898509243,0.03162485267021745,0.05397429999999689,0.16093292147791516,2.0482284489488634,2561.2909090909093,2557.7090909090907,0.0013984425467271475,107,0.014531024838327264
fixed_shedding,7,49,112.41889786720276,141155,0.01603864660192464,0.015441323094272263,0.027098934081031697,0.031986646646225685,0.05455997999999705,0.1271617472761406,2.0714964935932643,2566.4545454545455,2562.690909090909,0.0014664730261060536,94,0.015252736353653784
fixed_shedding,9,51,111.64102673530579,140007,0.01599096200681006,0.015210497873638928,0.026904223246504697,0.032334845890366996,0.0953397697774696,0.18587260510976478,2.1258242931288924,2545.581818181818,2536.418181818182,0.00359982000899955,428,0.01763483254408708
fixed_shedding,8,50,112.40093922615051,140781,0.016345467742766875,0.015415163727297454,0.027430414987614782,0.035228332822156046,0.1202150291273899,0.21888074436501626,2.2853038375306434,2559.6545454545453,2545.5454545454545,0.0055121074576825,273,0.018539433588339337
fixed_isolation,0,42,111.72063183784485,141376,0.016120014569365567,0.015616107585509909,0.02728731411418739,0.030925605522447164,0.038071850630748034,0.04601108560751754,1.9803658083876705,2570.4727272727273,2570.4727272727273,0.0,0,0.009796570846536895
