baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
no_mitigation,0,42,99.31837224960327,134839,0.017424298727520222,0.015036932389726587,0.031940931198721496,0.07400278090367404,0.11575233308561932,0.1768794894480905,4.921401452481999,2451.6181818181817,2404.1454545454544,0.019363833905620777,0,0.029501850354867656
no_mitigation,3,45,99.31437754631042,134917,0.017657666839097547,0.015147604333243692,0.03375827925078312,0.07471325234230089,0.1183296319486708,0.16945173326326568,4.932347762631444,2453.0363636363636,2406.4,0.01901168866784764,0,0.02958114989215592
no_mitigation,1,43,99.40659070014954,134149,0.017345415588043474,0.015059636004828292,0.031273054075298026,0.07279769076159687,0.11523836534469549,0.17927865399698106,4.833960843293762,2439.072727272727,2392.9454545454546,0.018911807020551775,0,0.02963868534241776
no_mitigation,6,48,99.38029074668884,133640,0.01719173581064099,0.014790292344105893,0.0315334646399691,0.07155011404345382,0.11525497374990414,0.16472089826117298,4.837640283152847,2429.818181818182,2384.3636363636365,0.018706973959892247,0,0.029624363962885363
no_mitigation,7,49,99.88720297813416,134865,0.01746576244847646,0.015189474361191557,0.031716494323775636,0.07366560949224707,0.11573698136992779,0.1577638327537514,4.84978003455205,2452.090909090909,2405.4,0.01904126348570793,0,0.029496162829496162
no_mitigation,4,46,99.97314405441284,134822,0.0175432188992432,0.015232989897869587,0.032212679394115186,0.07408027457374851,0.1157230476691649,0.15289427009928502,4.863147357834789,2451.309090909091,2405.327272727273,0.018758066190977734,0,0.029179214074854253
no_mitigation,2,44,102.33569407463074,133913,0.017187227161144306,0.014898354516724055,0.030225351719360555,0.07402125211850966,0.11535799410717955,0.14894936807353787,4.968417957527965,2434.7818181818184,2387.890909090909,0.019258772486614444,0,0.02954903556786869
no_mitigation,5,47,102.57202076911926,134402,0.017337672304882482,0.014992327985016374,0.031603931968284725,0.07285238760804388,0.11535482964776239,0.16059783161356478,4.8593112211028195,2443.672727272727,2397.7272727272725,0.01880180354459011,0,0.029612654573592655
no_mitigation,9,51,103.36238098144531,133892,0.017079684765489173,0.014788374196044174,0.030000000000001137,0.07317145733084152,0.11415676332813156,0.14333430901795907,4.947904100939951,2434.4,2388.7272727272725,0.01876138977683506,0,0.029755325187464522
no_mitigation,8,50,104.17734408378601,134479,0.01769209533645372,0.015179812848820973,0.033851777955921473,0.0741405446622586,0.11828380788541135,0.16736962030726232,4.884154067025744,2445.072727272727,2397.5454545454545,0.019437979164033045,0,0.029692368325166012
fixed_speculation,0,42,105.73002481460571,134820,0.016897545817078207,0.015590784134884572,0.030701579160362834,0.03881736698764143,0.04901389159729774,0.0982731977293021,2.489763609823004,2451.2727272727275,2449.5272727272727,0.0007120605251446373,24,0.006008010680907877
fixed_speculation,1,43,106.15975308418274,134482,0.016912540228687076,0.015556589063676185,0.031016785476899674,0.03924917339227697,0.04936145699912656,0.09064072799408507,2.522993519441979,2445.1272727272726,2443.109090909091,0.0008253892714266593,10,0.006112342172186612
fixed_speculation,6,48,106.73044323921204,133481,0.016764868305221312,0.015288170941557766,0.03099238839136831,0.03950255799807537,0.04964590649696599,0.08396611451779812,2.583864227387447,2426.927272727273,2424.927272727273,0.0008240873232894569,22,0.00594841213356208
fixed_speculation,5,47,107.02874732017517,134169,0.016723725847761325,0.015349024191557703,0.030493579844754485,0.03900347230727164,0.049229581462813185,0.09068672576873382,2.5411043608051904,2439.4363636363637,2437.5272727272727,0.0007825950853028644,26,0.006052068659675484
fixed_speculation,3,45,107.07968997955322,134414,0.017115426984250347,0.015510954965929358,0.032869916859677946,0.04395066046460898,0.05477239029826866,0.08587013712835478,2.833523826298829,2443.890909090909,2438.327272727273,0.002276548573809276,47,0.006413022453018287
fixed_speculation,2,44,108.1000189781189,134222,0.016774617794733916,0.015384791018592026,0.0305060598496901,0.03866566795784055,0.04818498691526724,0.11424414310743813,2.513239725590964,2440.4,2439.018181818182,0.0005662261030233494,70,0.00637004365901268
fixed_speculation,8,50,109.02217555046082,134556,0.017067411492203245,0.015560596343355826,0.03234346128790122,0.039914106229136,0.049750072169385734,0.08978213593467999,2.565075614610285,2446.4727272727273,2444.2181818181816,0.0009215493920746753,37,0.006279913195992746
fixed_speculation,4,46,109.72993421554565,134281,0.016640288576578434,0.015380359481582673,0.029672413828684796,0.0384961617710431,0.04942369263225006,0.09382973959959884,2.5029429134696506,2441.4727272727273,2439.4545454545455,0.0008266247644864128,21,0.005875738190808826
fixed_speculation,7,49,111.00469613075256,134594,0.016640088499432437,0.015283012054752021,0.029951471721482825,0.03875191885942045,0.05894099199823132,0.14459256088699135,2.535620512539681,2447.163636363636,2442.2363636363634,0.0020134627100762293,266,0.01292033820229728
fixed_speculation,9,51,108.46758675575256,133775,0.016474065809060356,0.015142748184075572,0.02974746622552615,0.03819144862134296,0.047973772369557514,0.09430307608839072,2.5220949432089137,2432.2727272727275,2430.981818181818,0.0005307419173986171,161,0.007019248738553542
fixed_shedding,1,43,108.9879801273346,133660,0.016515385215390695,0.015014232142023687,0.029659721880105384,0.03966605061793589,0.08648527943502211,0.14522695744622638,2.64189671790898,2430.181818181818,2417.7272727272725,0.005124943887475685,845,0.01873410145144396
