load_factor,fault_scenario,baseline,metric,mean,ci_95,n
0.9,s3_2node_3x,fixed_isolation,goodput,2850.4490909090905,4.34716075283094,10
0.9,s3_2node_3x,fixed_isolation,slo_violation_rate,0.0099254015573895,0.0005456790849749727,10
0.9,s3_2node_3x,lit_blacklist,p99_latency,0.04678590308669424,0.0008879859646798824,10
0.9,s3_2node_3x,lit_blacklist,p999_latency,0.05523001816034834,0.0016171049332405181,10
0.9,s3_2node_3x,lit_blacklist,p95_latency,0.03895623264898081,0.0005389780773756245,10
0.9,s3_2node_3x,lit_blacklist,p50_latency,0.022882835663128986,0.00036599883495372435,10
0.9,s3_2node_3x,lit_blacklist,avg_latency,0.023415061317184634,0.00033552673544303915,10
0.9,s3_2node_3x,lit_blacklist,throughput,2877.094545454546,5.600755947077262,10
0.9,s3_2node_3x,lit_blacklist,goodput,2868.1381818181817,4.719837314373391,10
0.9,s3_2node_3x,lit_blacklist,slo_violation_rate,0.003110723253469763,0.0012214865025937773,10
0.9,s3_2node_3x,no_mitigation,p99_latency,0.09629390669729168,0.0009140972987427606,10
0.9,s3_2node_3x,no_mitigation,p999_latency,0.1347027034983675,0.001965521529726702,10
0.9,s3_2node_3x,no_mitigation,p95_latency,0.03786913618200295,0.00040490697096191554,10
0.9,s3_2node_3x,no_mitigation,p50_latency,0.020583820782578633,0.00025843789040438405,10
0.9,s3_2node_3x,no_mitigation,avg_latency,0.022894062932706006,0.00021636515520375625,10
0.9,s3_2node_3x,no_mitigation,throughput,2884.8181818181815,3.580400870499927,10
0.9,s3_2node_3x,no_mitigation,goodput,2823.7109090909094,3.03204328591784,10
0.9,s3_2node_3x,no_mitigation,slo_violation_rate,0.02118193925116733,0.00032099889995320177,10
0.9,s4_4node_mixed,adaptive,p99_latency,0.215540078368555,0.0475947863197534,10
0.9,s4_4node_mixed,adaptive,p999_latency,0.3268882280101718,0.07751596159402652,10
0.9,s4_4node_mixed,adaptive,p95_latency,0.07377013175951105,0.011830021041457566,10
0.9,s4_4node_mixed,adaptive,p50_latency,0.03550936068036421,0.005653167330975607,10
0.9,s4_4node_mixed,adaptive,avg_latency,0.041152782612951556,0.0069565219508648255,10
0.9,s4_4node_mixed,adaptive,throughput,2880.3981818181815,2.727275016116208,10
0.9,s4_4node_mixed,adaptive,goodput,2291.930909090909,315.0431425367101,10
0.9,s4_4node_mixed,adaptive,slo_violation_rate,0.20420533256080597,0.10971693764189656,10
0.9,s4_4node_mixed,fixed_isolation,p99_latency,0.20850632414164746,0.02487362758932764,10
0.9,s4_4node_mixed,fixed_isolation,p999_latency,0.3309217404856108,0.04242492412583691,10
0.9,s4_4node_mixed,fixed_isolation,p95_latency,0.073431455802058,0.007528976194029349,10
0.9,s4_4node_mixed,fixed_isolation,p50_latency,0.03416863486235977,0.002562400350563469,10
0.9,s4_4node_mixed,fixed_isolation,avg_latency,0.040188411650226886,0.003242072733867763,10
0.9,s4_4node_mixed,fixed_isolation,throughput,2874.8563636363633,5.825879487122402,10
0.9,s4_4node_mixed,fixed_isolation,goodput,2312.5763636363636,153.29007675006176,10
0.9,s4_4node_mixed,fixed_isolation,slo_violation_rate,0.1954570462674384,0.05439203076901038,10
0.9,s4_4node_mixed,lit_blacklist,p99_latency,1.3549581068350949,0.06942177801601764,10
0.9,s4_4node_mixed,lit_blacklist,p999_latency,1.3781640675939273,0.06954468857095143,10
0.9,s4_4node_mixed,lit_blacklist,p95_latency,1.2978449096640456,0.07501038891422433,10
0.9,s4_4node_mixed,lit_blacklist,p50_latency,0.632215909274468,0.06700534320249117,10
0.9,s4_4node_mixed,lit_blacklist,avg_latency,0.6339850272875577,0.049442988681603725,10
0.9,s4_4node_mixed,lit_blacklist,throughput,2806.481818181818,1.4756140804730704,10
0.9,s4_4node_mixed,lit_blacklist,goodput,320.47818181818184,14.601709931816409,10
0.9,s4_4node_mixed,lit_blacklist,slo_violation_rate,0.8858086929097256,0.005190713196032953,10
0.9,s4_4node_mixed,no_mitigation,p99_latency,0.2460756362615976,0.04104603457568316,10
0.9,s4_4node_mixed,no_mitigation,p999_latency,0.3710824909170375,0.04634462110274903,10
0.9,s4_4node_mixed,no_mitigation,p95_latency,0.08113088041090624,0.007359579795191692,10
0.9,s4_4node_mixed,no_mitigation,p50_latency,0.03961072841763809,0.0055264058345181446,10
0.9,s4_4node_mixed,no_mitigation,avg_latency,0.04577193947950847,0.005686078150516123,10
0.9,s4_4node_mixed,no_mitigation,throughput,2881.8563636363638,2.3555949298416596,10
0.9,s4_4node_mixed,no_mitigation,goodput,2039.2090909090907,297.10056340879873,10
0.9,s4_4node_mixed,no_mitigation,slo_violation_rate,0.29237275354365055,0.1031563738887898,10
0.9,s6_cascade,adaptive,p99_latency,0.13028802835456255,0.002572398283680854,10
0.9,s6_cascade,adaptive,p999_latency,0.2504245419379934,0.005718776747824005,10
0.9,s6_cascade,adaptive,p95_latency,0.041270549591029396,0.001257190106601097,10
0.9,s6_cascade,adaptive,p50_latency,0.02227574611923817,0.0004016419381664979,10
0.9,s6_cascade,adaptive,avg_latency,0.025071554810173424,0.00039627409527794375,10
0.9,s6_cascade,adaptive,throughput,2879.5254545454545,5.2519146523513776,10
0.9,s6_cascade,adaptive,goodput,2820.569090909091,7.632717568977193,10
0.9,s6_cascade,adaptive,slo_violation_rate,0.020471184643391878,0.002707353019396273,10
0.9,s6_cascade,fixed_isolation,p99_latency,0.13034848369293686,0.004063651299127495,10
0.9,s6_cascade,fixed_isolation,p999_latency,0.2528766613432335,0.007369740266894406,10
0.9,s6_cascade,fixed_isolation,p95_latency,0.04172063303099351,0.001608772395728243,10
0.9,s6_cascade,fixed_isolation,p50_latency,0.022171058372027107,0.00037766864254690154,10
0.9,s6_cascade,fixed_isolation,avg_latency,0.0250884180530285,0.00046051523443279673,10
0.9,s6_cascade,fixed_isolation,throughput,2877.1290909090903,4.117568861033349,10
0.9,s6_cascade,fixed_isolation,goodput,2814.725454545454,8.096595998197925,10
0.9,s6_cascade,fixed_isolation,slo_violation_rate,0.02168318659851236,0.0036057008563915895,10
0.9,s6_cascade,lit_blacklist,p99_latency,0.0954863140385148,0.027595054192885816,10
0.9,s6_cascade,lit_blacklist,p999_latency,0.1084556725219897,0.028299839276940193,10
0.9,s6_cascade,lit_blacklist,p95_latency,0.07872976940129331,0.025153104867287796,10
0.9,s6_cascade,lit_blacklist,p50_latency,0.025725961421541977,0.0005815050094509056,10
0.9,s6_cascade,lit_blacklist,avg_latency,0.032633482415054094,0.005730609171647329,10
0.9,s6_cascade,lit_blacklist,throughput,2880.6472727272726,3.587445524195476,10
0.9,s6_cascade,lit_blacklist,goodput,2485.538181818182,195.46525942815407,10
0.9,s6_cascade,lit_blacklist,slo_violation_rate,0.13717385709766114,0.067728161425452,10
0.9,s6_cascade,no_mitigation,p99_latency,0.14679273030431372,0.0010405233448871668,10
0.9,s6_cascade,no_mitigation,p999_latency,0.2552973240427423,0.008183646917880826,10
0.9,s6_cascade,no_mitigation,p95_latency,0.042369908258398245,0.0017855316423687022,10
0.9,s6_cascade,no_mitigation,p50_latency,0.022468126432262547,0.000323088861673438,10
0.9,s6_cascade,no_mitigation,avg_latency,0.02553003851940755,0.00040075351880367705,10
0.9,s6_cascade,no_mitigation,throughput,2879.1981818181816,5.578516929091708,10
0.9,s6_cascade,no_mitigation,goodput,2813.465454545454,14.166955049488127,10
0.9,s6_cascade,no_mitigation,slo_violation_rate,0.022828032142199577,0.004798133007857347,10
