experiment,config_label,n_workers,load_factor,baseline,balancer,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
E4_multi_fault,f=2,32,0.7,adaptive,p2c,5,47,20.044288396835327,111683,0.01374587612864431,0.011620805745252483,0.022242134876288587,0.027551944939127465,0.03044146420224278,0.055669116484335035,2.370915196683623,2233.66,2233.58,3.58156568143764e-05,0,0.000796898364119875
E4_multi_fault,f=4,32,0.7,no_mitigation,p2c,6,48,13.450504779815674,111402,0.015322460442687702,0.01262788763630418,0.03042797522046746,0.04748062233375518,0.05856233041555925,0.07903657007918419,3.7599813762400087,2228.04,2211.06,0.007621048096084451,0,0.08256584262401034
E4_multi_fault,f=4,32,0.7,no_mitigation,p2c,5,47,15.380621671676636,111763,0.015419918334483203,0.012770432428808931,0.030664418580417907,0.048020023400690635,0.05882194454965166,0.07998172915363,3.7602503805871006,2235.26,2217.22,0.008070649499387095,0,0.08260336605137657
E4_multi_fault,f=2,32,0.7,adaptive,p2c,8,50,20.461013555526733,112324,0.01385615605818039,0.011867050899615705,0.022531018360026064,0.02770343173707783,0.03174581267497099,0.06099639262716927,2.334483265591703,2246.48,2246.26,9.79309853637691e-05,0,0.0008368647840176632
E4_multi_fault,f=4,32,0.7,no_mitigation,p2c,8,50,13.321329116821289,112170,0.01550418392024312,0.0129126786532332,0.031182112130899112,0.04845098832972386,0.05924344553261467,0.07690764674594419,3.7522027482339797,2243.4,2224.0,0.008647588481768744,0,0.08283854863154141
E4_multi_fault,f=2,32,0.7,adaptive,p2c,9,51,20.51100516319275,111394,0.013704927730897503,0.011568329539508149,0.02202808965402559,0.027451976889566684,0.031033948715845864,0.06430307608839136,2.3730286032925254,2227.88,2227.82,2.6931432572669982e-05,0,0.0007720344004165394
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,0,42,14.625303745269775,111115,0.01484545163314689,0.013731051331443922,0.025048175184925348,0.030295689518041017,0.03935128809533245,0.05922471199013124,2.2063634303561517,2222.3,2222.08,9.899653512127075e-05,3726,0.03948161814336498
E4_multi_fault,f=4,32,0.7,no_mitigation,p2c,9,51,18.373791456222534,111492,0.015367352814885124,0.012667822904379733,0.030515377304268287,0.04780148100927525,0.05875772494579608,0.07845863956423749,3.7734566839222636,2229.84,2212.54,0.0077584041904351884,0,0.08275033186237578
E4_multi_fault,f=4,32,0.7,no_mitigation,p2c,7,49,19.869192838668823,112446,0.015487249716634415,0.012946667183619809,0.03080921542646564,0.04825659702405432,0.059304018113692875,0.07839063054705875,3.7273374173940934,2248.92,2230.3,0.008279529729825872,0,0.08259075467335432
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,2,44,14.519029378890991,110229,0.014775844949816227,0.013585370172343403,0.02494023091151688,0.03018752038954247,0.039601233042182625,0.05922553655367224,2.2220609380962704,2204.58,2204.26,0.00014515236462273994,3724,0.03931814676718468
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,3,45,14.711420059204102,110414,0.014790539291378276,0.013707054913028038,0.024805340359154465,0.02962034727910046,0.039693725186167775,0.05908744063949278,2.1609563445279143,2208.28,2208.06,9.962504754831814e-05,3789,0.03829224554857174
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,4,46,14.876955509185791,111028,0.014852254133301969,0.013706633433793414,0.0251202198940657,0.031014116922607457,0.04000204018060218,0.06868633432541316,2.2627085689869557,2220.56,2220.12,0.0001981482148647188,3598,0.03911625896170336
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,6,48,14.750339031219482,110026,0.01472822640095037,0.013505937107447075,0.024804234576464523,0.029868422248501503,0.03961904031530924,0.07443366045490407,2.2115031345757026,2200.52,2200.2,0.0001454201734135568,3720,0.04009961281878829
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,5,47,15.138169765472412,110470,0.014826534565746894,0.013725811389875275,0.024999268114997777,0.029804358033047536,0.03932008123929404,0.055669116484335035,2.1714095572544774,2209.4,2209.28,5.4313388250203674e-05,3760,0.03817325970851815
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,1,43,18.736462593078613,110760,0.014862532089196497,0.013747099695379461,0.025080567367112647,0.029975704258016232,0.04045135949550501,0.07202404765657455,2.1805111566981195,2215.2,2214.52,0.0003069700252798844,3768,0.03992416034669556
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,7,49,14.859124183654785,110836,0.0147851125776343,0.013679012033609439,0.024758080029455343,0.029737522770345474,0.0395549762056321,0.0684710968272757,2.173952526489497,2216.72,2216.28,0.0001984914648670107,3761,0.03875094734562778
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,0,42,14.28860092163086,112324,0.0148515884232869,0.013814057961972992,0.02524419216709734,0.029096350102034776,0.0362396551647285,0.05922471199013124,2.106285508728175,2246.48,2246.26,9.79309853637691e-05,0,0.001718243652291585
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,9,51,15.23561978340149,110138,0.014733366199526404,0.013570663921916193,0.024747938620328726,0.029644030217971875,0.039569279812324984,0.06430307608839136,2.1844200393245097,2202.76,2202.42,0.00015435181317982895,3723,0.038469919555466775
E4_multi_fault,f=4,32,0.7,fixed_shedding,p2c,8,50,15.667473554611206,110728,0.014829718356015906,0.013726456671260934,0.025081713600092658,0.029970734241033605,0.03969828629139086,0.07662093538262127,2.1834283208559784,2214.56,2214.04,0.00023480962358211113,3654,0.03866230763673145
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,2,44,14.806233644485474,111994,0.014806790400223037,0.013738234521177617,0.02513363372844255,0.029060959359060515,0.037127572489324724,0.05922553655367224,2.115334347674934,2239.88,2239.56,0.00014286479632837472,0,0.0017322356554815435
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,3,45,15.415613412857056,111895,0.014790212377879534,0.013812177965672134,0.02493160818449329,0.028903305984451108,0.03584044137458314,0.05908744063949278,2.0925958278473864,2237.9,2237.68,9.830644800929443e-05,0,0.0016265248670628714
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,1,43,16.761646270751953,111945,0.014901748244097813,0.013894323541350673,0.02535309677982127,0.02929065287847237,0.03794441973330277,0.07202404765657455,2.108102117479914,2238.9,2238.26,0.00028585466077091427,0,0.0017776586716691232
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,5,47,15.410135507583618,111994,0.014799165270883667,0.013724991918021345,0.025098401486990957,0.029034704065428154,0.03654316990298778,0.055669116484335035,2.1154623797850602,2239.88,2239.76,5.3574298623140524e-05,0,0.0016429451577763094
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,4,46,16.39371418952942,112644,0.01489994149798496,0.013948790661459043,0.025220778972125043,0.02909906294158141,0.03631281417194004,0.0583466078371373,2.0861351817389484,2252.88,2252.74,6.214267959234402e-05,0,0.0016157096694009445
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,6,48,15.632579803466797,111668,0.014706213166716693,0.013578242822228859,0.024874878368660536,0.028938804552433608,0.03605436021577717,0.07443366045490407,2.131262854208062,2233.36,2233.04,0.00014328187126123868,0,0.0015940108177812803
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,7,49,14.88993239402771,112410,0.014904400351463464,0.013950806307830632,0.0252441900141787,0.029136079249828768,0.03703917624625685,0.0684710968272757,2.088487117298345,2248.2,2247.78,0.00018681611956231653,0,0.0016902410817542922
E4_multi_fault,f=4,32,0.7,adaptive,p2c,0,42,15.080551862716675,112324,0.0148515884232869,0.013814057961972992,0.02524419216709734,0.029096350102034776,0.0362396551647285,0.05922471199013124,2.106285508728175,2246.48,2246.26,9.79309853637691e-05,0,0.001718243652291585
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,8,50,15.750540018081665,112162,0.014848277186752653,0.013853575169783028,0.02515568669743082,0.029009891163620852,0.03627666295960594,0.07662093538262127,2.0940364352226055,2243.24,2242.76,0.00021397621297765732,0,0.00166723132611758
E4_multi_fault,f=4,32,0.7,fixed_isolation,p2c,9,51,15.677679061889648,111485,0.01474034507643926,0.013657140698434489,0.024916353971102003,0.029039353981623894,0.03676340472733392,0.06430307608839136,2.126312866129633,2229.7,2229.36,0.0001524868816432704,0,0.001668385881508723
E4_multi_fault,f=4,32,0.7,adaptive,p2c,1,43,14.94527816772461,111945,0.014901748244097813,0.013894323541350673,0.02535309677982127,0.02929065287847237,0.03794441973330277,0.07202404765657455,2.108102117479914,2238.9,2238.26,0.00028585466077091427,0,0.0017776586716691232
E4_multi_fault,f=4,32,0.7,adaptive,p2c,2,44,15.25187063217163,111994,0.014806790400223037,0.013738234521177617,0.02513363372844255,0.029060959359060515,0.037127572489324724,0.05922553655367224,2.115334347674934,2239.88,2239.56,0.00014286479632837472,0,0.0017322356554815435
E4_multi_fault,f=4,32,0.7,adaptive,p2c,3,45,14.353091955184937,111895,0.014790212377879534,0.013812177965672134,0.02493160818449329,0.028903305984451108,0.03584044137458314,0.05908744063949278,2.0925958278473864,2237.9,2237.68,9.830644800929443e-05,0,0.0016265248670628714
E4_multi_fault,f=4,32,0.7,adaptive,p2c,5,47,14.525289297103882,111994,0.014799165270883667,0.013724991918021345,0.025098401486990957,0.029034704065428154,0.03654316990298778,0.055669116484335035,2.1154623797850602,2239.88,2239.76,5.3574298623140524e-05,0,0.0016429451577763094
E4_multi_fault,f=4,32,0.7,adaptive,p2c,4,46,15.062137842178345,112644,0.01489994149798496,0.013948790661459043,0.025220778972125043,0.02909906294158141,0.03631281417194004,0.0583466078371373,2.0861351817389484,2252.88,2252.74,6.214267959234402e-05,0,0.0016157096694009445
E4_multi_fault,f=4,32,0.7,adaptive,p2c,6,48,15.764848947525024,111668,0.014706213166716693,0.013578242822228859,0.024874878368660536,0.028938804552433608,0.03605436021577717,0.07443366045490407,2.131262854208062,2233.36,2233.04,0.00014328187126123868,0,0.0015940108177812803
E4_multi_fault,f=4,32,0.7,adaptive,p2c,7,49,15.44553828239441,112410,0.014904400351463464,0.013950806307830632,0.0252441900141787,0.029136079249828768,0.03703917624625685,0.0684710968272757,2.088487117298345,2248.2,2247.78,0.00018681611956231653,0,0.0016902410817542922
E4_multi_fault,f=4,32,0.7,adaptive,p2c,8,50,15.844861507415771,112162,0.014848277186752653,0.013853575169783028,0.02515568669743082,0.029009891163620852,0.03627666295960594,0.07662093538262127,2.0940364352226055,2243.24,2242.76,0.00021397621297765732,0,0.00166723132611758
