slowdown,baseline,metric,mean,ci_95,min,max,n
1.1,fixed_shedding,affected_ratio,0.004432878410390175,0.0009031825815689055,0.0026630324106709275,0.006518853930829885,10
1.1,fixed_speculation,p99_latency,0.028943340332161664,7.682061950635903e-05,0.028762022736628978,0.02910747073428155,10
1.1,fixed_speculation,p999_latency,0.03454576562298713,0.00027520995323967643,0.033964842687951545,0.03510308179120138,10
1.1,fixed_speculation,p95_latency,0.0252399313383165,0.00011350150882160629,0.024965127632081155,0.025452991575144777,10
1.1,fixed_speculation,p50_latency,0.01420560457465605,7.679398454388995e-05,0.014069156571011376,0.014390158980560841,10
1.1,fixed_speculation,avg_latency,0.015018669210632352,4.9735890820385865e-05,0.014914130916927937,0.015132753989223202,10
1.1,fixed_speculation,max_latency,0.04155097160577572,0.001553218587178865,0.03966325764448442,0.04499612584599433,10
1.1,fixed_speculation,tail_ratio,2.037522489162188,0.007384717425513079,2.016600934757882,2.050719923018043,10
1.1,fixed_speculation,throughput,2549.77,6.510836947442307,2534.4,2568.28,10
1.1,fixed_speculation,goodput,2549.77,6.510836947442307,2534.4,2568.28,10
1.1,fixed_speculation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.1,fixed_speculation,affected_ratio,0.02723225899945128,0.0001276141087543318,0.026960899269890405,0.027456081239911615,10
1.1,no_mitigation,p99_latency,0.02904618003423018,6.050072434533395e-05,0.02890708498317764,0.02920151231068672,10
1.1,no_mitigation,p999_latency,0.034629143506363674,0.0002574740052964009,0.03406156153064967,0.03543432909335644,10
1.1,no_mitigation,p95_latency,0.025179751628101134,8.912430663956734e-05,0.025011104959156327,0.025370647482382935,10
1.1,no_mitigation,p50_latency,0.013929823021708466,5.774655865095341e-05,0.013809941242524104,0.01402558222154937,10
1.1,no_mitigation,avg_latency,0.014892501186864976,3.590402027116124e-05,0.014826633803591727,0.014964937874866613,10
1.1,no_mitigation,max_latency,0.043271526142866536,0.002513594684844387,0.03963902265095243,0.04908491883728772,10
1.1,no_mitigation,tail_ratio,2.0852216682683613,0.0066522445837255756,2.0712490812037347,2.0977306568913896,10
1.1,no_mitigation,throughput,2560.902,5.167720552216277,2550.34,2569.76,10
1.1,no_mitigation,goodput,2560.902,5.167720552216277,2550.34,2569.76,10
1.1,no_mitigation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.1,no_mitigation,affected_ratio,0.029548046011745467,0.00011085692290590077,0.029290736226613264,0.029744436054522386,10
1.15,adaptive,p99_latency,0.029025889434536285,6.56962098715566e-05,0.028924527547774914,0.02920205501073454,10
1.15,adaptive,p999_latency,0.03462623411924788,0.0002951384423485038,0.03407258269957161,0.03513396413235196,10
1.15,adaptive,p95_latency,0.025366544856433505,0.00010701471154156613,0.025164919627138703,0.025684250814980915,10
1.15,adaptive,p50_latency,0.0143299989868364,6.11714873656143e-05,0.014192469856919132,0.014478939081925546,10
1.15,adaptive,avg_latency,0.015099665232169343,4.275782575118757e-05,0.015016863266441402,0.015219728623537505,10
1.15,adaptive,max_latency,0.04131526685431162,0.001211327084941727,0.039693452574638854,0.04445371380957397,10
1.15,adaptive,tail_ratio,2.025572937283454,0.006136225698245606,2.0141733222021965,2.038019304559142,10
1.15,adaptive,throughput,2555.304,5.355576275821221,2543.72,2566.3,10
1.15,adaptive,goodput,2555.304,5.355576275821221,2543.72,2566.3,10
1.15,adaptive,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.15,adaptive,affected_ratio,0.02624181987347588,0.0001742914665342007,0.02581927288313915,0.026585218962402134,10
1.15,fixed_isolation,p99_latency,0.029063551982357372,8.584639839005008e-05,0.02889486076533046,0.029351266751610296,10
1.15,fixed_isolation,p999_latency,0.03466163382899383,0.0003359600197093798,0.03410358992875388,0.035707741323772135,10
1.15,fixed_isolation,p95_latency,0.025122715558208893,0.00013577140080145488,0.024847808088469828,0.025529603566761226,10
1.15,fixed_isolation,p50_latency,0.01388844422184059,8.57209339486137e-05,0.013681165554270791,0.014102798913839365,10
1.15,fixed_isolation,avg_latency,0.014874394810925545,5.6083755266574554e-05,0.014746663968227207,0.015026682744193932,10
1.15,fixed_isolation,max_latency,0.04519125539327451,0.0010246232826916861,0.04309149495352216,0.04778810217762697,10
1.15,fixed_isolation,tail_ratio,2.0927227539035655,0.007855892088836948,2.0802813006227754,2.1120174776563885,10
1.15,fixed_isolation,throughput,2554.064,7.546372451146251,2537.1,2572.58,10
1.15,fixed_isolation,goodput,2554.064,7.546372451146251,2537.1,2572.58,10
1.15,fixed_isolation,slo_violation_rate,0.0,0.0,0.0,0.0,10
1.15,fixed_isolation,affected_ratio,0.028779204921637,0.00010659811479187536,0.028545098131096586,0.028974803504652917,10
