slowdown,baseline,run_id,seed,elapsed_sec,total,avg_latency,p50_latency,p95_latency,p99_latency,p999_latency,max_latency,tail_ratio,throughput,goodput,slo_violation_rate,hedge_count,affected_ratio
1.1,no_mitigation,9,20778,16.558968544006348,127645,0.014850375205045164,0.013855358185523414,0.02510896565378431,0.029006716564547817,0.03443971612746255,0.03963902265095243,2.0935378339662916,2552.9,2552.9,0.0,0,0.02944102785067962
1.1,no_mitigation,7,18719,16.959907293319702,128488,0.014955862272880987,0.014007275537736064,0.025329903924848907,0.02920151231068672,0.0348669923397728,0.04096195922500101,2.0847389081493315,2569.76,2569.76,0.0,0,0.029621443247618454
1.1,no_mitigation,5,84788,18.281044483184814,128203,0.014911635584374923,0.013944620984887024,0.02525713582175867,0.029068140009653465,0.03469950503794233,0.04018342411212217,2.0845414185984037,2564.06,2564.06,0.0,0,0.02954689047838194
1.1,no_mitigation,4,86363,18.62787890434265,128373,0.014919780683674519,0.014002215763616377,0.02523894933760857,0.02907314031989628,0.03452303920182569,0.04223602743008925,2.0763242625813896,2567.46,2567.46,0.0,0,0.02946102373552071
1.1,fixed_speculation,0,89293,17.024455785751343,127510,0.01497973893152791,0.014125047426130521,0.025181297853490738,0.028963793818840216,0.03461276890777116,0.04499612584599433,2.050527190815577,2550.2,2550.2,0.0,2284,0.02708022900164693
1.1,fixed_speculation,2,65473,17.46857738494873,128414,0.015132753989223202,0.014390158980560841,0.025452991575144777,0.029019208051513524,0.034209170434959725,0.040887820958573684,2.016600934757882,2568.28,2568.28,0.0,2264,0.027341255626333577
1.1,no_mitigation,8,34472,18.541210174560547,127583,0.014826633803591727,0.013809941242524104,0.02511819080725742,0.028969537114311585,0.034394960150348604,0.04810130162236348,2.0977306568913896,2551.66,2551.66,0.0,0,0.029290736226613264
1.1,fixed_speculation,3,21649,17.713855504989624,127329,0.014960247317170525,0.014126488202101939,0.025094307281539583,0.02881090604943864,0.0343792403751016,0.0397062765340479,2.0394952827095234,2546.58,2546.58,0.0,2275,0.026977357868199704
1.1,fixed_speculation,1,63898,18.46544098854065,127575,0.01501771559484248,0.01421043431642488,0.025261698793737606,0.028922564965701194,0.03474423912127924,0.04402751154317208,2.0353047853204287,2551.5,2551.5,0.0,2244,0.027434842249657063
1.1,fixed_speculation,5,23708,17.4235520362854,126720,0.014952062802222674,0.014074086188646362,0.025111368932467213,0.02886200894533017,0.03404398750572669,0.03999545934856741,2.050719923018043,2534.4,2534.4,0.0,2294,0.02732007575757576
1.1,fixed_speculation,4,31542,20.595632076263428,127352,0.015010944147601334,0.014228913835523826,0.02520007152992356,0.028948555129574203,0.03461662661245878,0.04061773500946941,2.034488047661193,2547.04,2547.04,0.0,2272,0.02734154155411772
1.1,fixed_speculation,6,29483,17.668798208236694,127926,0.01510191099152145,0.014324987443036008,0.025390271444257984,0.02910747073428155,0.03485488315290019,0.044798822016232975,2.0319369109417225,2558.52,2558.52,0.0,2279,0.026960899269890405
1.1,fixed_speculation,7,57639,18.367330312728882,127149,0.014914130916927937,0.014069156571011376,0.024965127632081155,0.028762022736628978,0.033964842687951545,0.03966325764448442,2.044331697600931,2542.98,2542.98,0.0,2265,0.027188574035187065
